"","Place_ID","unique_id","title","authors","pub_year","journal","study_site","moisture_type_DELETE.","moisture_type_consistent","moisture_units","moisture_open","moisture_forest","measurement_depth_DELETE.","Depth_lowerRange","Depth_upperRange","Average_Depth","Depth_Units","mat_deg_c","map_mm","Lat_degrees","Lat_Minutes","Lat_Seconds","Direction","Lat_Coordinates","Long_degrees","Long_Minutes","Long_Seconds","Direction.1","Long_Coordinates","moisture_open_proportion","moisture_forest_proportion"
"1938",1938,84,"The impact of across-slope forest strips on hillslope subsurface hydrological dynamics","Peskett, L.; MacDonald, A.; Heal, K.; McDonnell, J.; Chambers, J.; Uhlemann, S.; Upton, K.; Black, A.",2020,"Journal of Hydrology","Eddleston Water catchment","soil moisture","VSWC","m^3/m^3",0.469809277,0.449637956,"60 cm","60",NA,60,"cm",NA,1180,NA,NA,NA,"",NA,NA,NA,NA,"",NA,0.469809277,0.449637956
"1939",1939,84,"The impact of across-slope forest strips on hillslope subsurface hydrological dynamics","Peskett, L.; MacDonald, A.; Heal, K.; McDonnell, J.; Chambers, J.; Uhlemann, S.; Upton, K.; Black, A.",2020,"Journal of Hydrology","Eddleston Water catchment","soil moisture","VSWC","m^3/m^3",0.439417396,0.432701029,"60 cm","60",NA,60,"cm",NA,1180,NA,NA,NA,"",NA,NA,NA,NA,"",NA,0.439417396,0.432701029
"1940",1940,84,"The impact of across-slope forest strips on hillslope subsurface hydrological dynamics","Peskett, L.; MacDonald, A.; Heal, K.; McDonnell, J.; Chambers, J.; Uhlemann, S.; Upton, K.; Black, A.",2020,"Journal of Hydrology","Eddleston Water catchment","soil moisture","VSWC","m^3/m^3",0.3922219,0.388860543,"60 cm","60",NA,60,"cm",NA,1180,NA,NA,NA,"",NA,NA,NA,NA,"",NA,0.3922219,0.388860543
"1941",1941,84,"The impact of across-slope forest strips on hillslope subsurface hydrological dynamics","Peskett, L.; MacDonald, A.; Heal, K.; McDonnell, J.; Chambers, J.; Uhlemann, S.; Upton, K.; Black, A.",2020,"Journal of Hydrology","Eddleston Water catchment","soil moisture","VSWC","m^3/m^3",0.378627287,0.381988645,"60 cm","60",NA,60,"cm",NA,1180,NA,NA,NA,"",NA,NA,NA,NA,"",NA,0.378627287,0.381988645
"1942",1942,84,"The impact of across-slope forest strips on hillslope subsurface hydrological dynamics","Peskett, L.; MacDonald, A.; Heal, K.; McDonnell, J.; Chambers, J.; Uhlemann, S.; Upton, K.; Black, A.",2020,"Journal of Hydrology","Eddleston Water catchment","soil moisture","VSWC","m^3/m^3",0.449076142,0.425543463,"60 cm","60",NA,60,"cm",NA,1180,NA,NA,NA,"",NA,NA,NA,NA,"",NA,0.449076142,0.425543463
"1943",1943,84,"The impact of across-slope forest strips on hillslope subsurface hydrological dynamics","Peskett, L.; MacDonald, A.; Heal, K.; McDonnell, J.; Chambers, J.; Uhlemann, S.; Upton, K.; Black, A.",2020,"Journal of Hydrology","Eddleston Water catchment","soil moisture","VSWC","m^3/m^3",0.39851294,0.40523883,"60 cm","60",NA,60,"cm",NA,1180,NA,NA,NA,"",NA,NA,NA,NA,"",NA,0.39851294,0.40523883
"1944",1944,84,"The impact of across-slope forest strips on hillslope subsurface hydrological dynamics","Peskett, L.; MacDonald, A.; Heal, K.; McDonnell, J.; Chambers, J.; Uhlemann, S.; Upton, K.; Black, A.",2020,"Journal of Hydrology","Eddleston Water catchment","soil moisture","VSWC","m^3/m^3",0.415176896,0.411806016,"60 cm","60",NA,60,"cm",NA,1180,NA,NA,NA,"",NA,NA,NA,NA,"",NA,0.415176896,0.411806016
"1945",1945,84,"The impact of across-slope forest strips on hillslope subsurface hydrological dynamics","Peskett, L.; MacDonald, A.; Heal, K.; McDonnell, J.; Chambers, J.; Uhlemann, S.; Upton, K.; Black, A.",2020,"Journal of Hydrology","Eddleston Water catchment","soil moisture","VSWC","m^3/m^3",0.428485842,0.428482668,"60 cm","60",NA,60,"cm",NA,1180,NA,NA,NA,"",NA,NA,NA,NA,"",NA,0.428485842,0.428482668
"1946",1946,84,"The impact of across-slope forest strips on hillslope subsurface hydrological dynamics","Peskett, L.; MacDonald, A.; Heal, K.; McDonnell, J.; Chambers, J.; Uhlemann, S.; Upton, K.; Black, A.",2020,"Journal of Hydrology","Eddleston Water catchment","soil moisture","VSWC","m^3/m^3",0.455230697,0.435062549,"60 cm","60",NA,60,"cm",NA,1180,NA,NA,NA,"",NA,NA,NA,NA,"",NA,0.455230697,0.435062549
"1947",1947,84,"The impact of across-slope forest strips on hillslope subsurface hydrological dynamics","Peskett, L.; MacDonald, A.; Heal, K.; McDonnell, J.; Chambers, J.; Uhlemann, S.; Upton, K.; Black, A.",2020,"Journal of Hydrology","Eddleston Water catchment","soil moisture","VSWC","m^3/m^3",0.451736027,0.431564706,"60 cm","60",NA,60,"cm",NA,1180,NA,NA,NA,"",NA,NA,NA,NA,"",NA,0.451736027,0.431564706
"1948",1948,84,"The impact of across-slope forest strips on hillslope subsurface hydrological dynamics","Peskett, L.; MacDonald, A.; Heal, K.; McDonnell, J.; Chambers, J.; Uhlemann, S.; Upton, K.; Black, A.",2020,"Journal of Hydrology","Eddleston Water catchment","soil moisture","VSWC","m^3/m^3",0.458319083,0.438150936,"60 cm","60",NA,60,"cm",NA,1180,NA,NA,NA,"",NA,NA,NA,NA,"",NA,0.458319083,0.438150936
"1949",1949,84,"The impact of across-slope forest strips on hillslope subsurface hydrological dynamics","Peskett, L.; MacDonald, A.; Heal, K.; McDonnell, J.; Chambers, J.; Uhlemann, S.; Upton, K.; Black, A.",2020,"Journal of Hydrology","Eddleston Water catchment","soil moisture","VSWC","m^3/m^3",0.471615332,0.458169901,"60 cm","60",NA,60,"cm",NA,1180,NA,NA,NA,"",NA,NA,NA,NA,"",NA,0.471615332,0.458169901
"1950",1950,84,"The impact of across-slope forest strips on hillslope subsurface hydrological dynamics","Peskett, L.; MacDonald, A.; Heal, K.; McDonnell, J.; Chambers, J.; Uhlemann, S.; Upton, K.; Black, A.",2020,"Journal of Hydrology","Eddleston Water catchment","soil moisture","VSWC","m^3/m^3",0.44795569,0.427787543,"60 cm","60",NA,60,"cm",NA,1180,NA,NA,NA,"",NA,NA,NA,NA,"",NA,0.44795569,0.427787543
"1951",1951,84,"The impact of across-slope forest strips on hillslope subsurface hydrological dynamics","Peskett, L.; MacDonald, A.; Heal, K.; McDonnell, J.; Chambers, J.; Uhlemann, S.; Upton, K.; Black, A.",2020,"Journal of Hydrology","Eddleston Water catchment","soil moisture","VSWC","m^3/m^3",0.44781603,0.431006066,"60 cm","60",NA,60,"cm",NA,1180,NA,NA,NA,"",NA,NA,NA,NA,"",NA,0.44781603,0.431006066
"1952",1952,84,"The impact of across-slope forest strips on hillslope subsurface hydrological dynamics","Peskett, L.; MacDonald, A.; Heal, K.; McDonnell, J.; Chambers, J.; Uhlemann, S.; Upton, K.; Black, A.",2020,"Journal of Hydrology","Eddleston Water catchment","soil moisture","VSWC","m^3/m^3",0.440963177,0.417433672,"60 cm","60",NA,60,"cm",NA,1180,NA,NA,NA,"",NA,NA,NA,NA,"",NA,0.440963177,0.417433672
"1953",1953,84,"The impact of across-slope forest strips on hillslope subsurface hydrological dynamics","Peskett, L.; MacDonald, A.; Heal, K.; McDonnell, J.; Chambers, J.; Uhlemann, S.; Upton, K.; Black, A.",2020,"Journal of Hydrology","Eddleston Water catchment","soil moisture","VSWC","m^3/m^3",0.390387278,0.376938673,"60 cm","60",NA,60,"cm",NA,1180,NA,NA,NA,"",NA,NA,NA,NA,"",NA,0.390387278,0.376938673
"1954",1954,84,"The impact of across-slope forest strips on hillslope subsurface hydrological dynamics","Peskett, L.; MacDonald, A.; Heal, K.; McDonnell, J.; Chambers, J.; Uhlemann, S.; Upton, K.; Black, A.",2020,"Journal of Hydrology","Eddleston Water catchment","soil moisture","VSWC","m^3/m^3",0.383531251,0.386892609,"60 cm","60",NA,60,"cm",NA,1180,NA,NA,NA,"",NA,NA,NA,NA,"",NA,0.383531251,0.386892609
"1955",1955,84,"The impact of across-slope forest strips on hillslope subsurface hydrological dynamics","Peskett, L.; MacDonald, A.; Heal, K.; McDonnell, J.; Chambers, J.; Uhlemann, S.; Upton, K.; Black, A.",2020,"Journal of Hydrology","Eddleston Water catchment","soil moisture","VSWC","m^3/m^3",0.316173956,0.339709809,"60 cm","60",NA,60,"cm",NA,1180,NA,NA,NA,"",NA,NA,NA,NA,"",NA,0.316173956,0.339709809
"1956",1956,84,"The impact of across-slope forest strips on hillslope subsurface hydrological dynamics","Peskett, L.; MacDonald, A.; Heal, K.; McDonnell, J.; Chambers, J.; Uhlemann, S.; Upton, K.; Black, A.",2020,"Journal of Hydrology","Eddleston Water catchment","soil moisture","VSWC","m^3/m^3",0.322737967,0.366432446,"60 cm","60",NA,60,"cm",NA,1180,NA,NA,NA,"",NA,NA,NA,NA,"",NA,0.322737967,0.366432446
"1957",1957,84,"The impact of across-slope forest strips on hillslope subsurface hydrological dynamics","Peskett, L.; MacDonald, A.; Heal, K.; McDonnell, J.; Chambers, J.; Uhlemann, S.; Upton, K.; Black, A.",2020,"Journal of Hydrology","Eddleston Water catchment","soil moisture","VSWC","m^3/m^3",0.403267722,0.399909539,"60 cm","60",NA,60,"cm",NA,1180,NA,NA,NA,"",NA,NA,NA,NA,"",NA,0.403267722,0.399909539
"1958",1958,84,"The impact of across-slope forest strips on hillslope subsurface hydrological dynamics","Peskett, L.; MacDonald, A.; Heal, K.; McDonnell, J.; Chambers, J.; Uhlemann, S.; Upton, K.; Black, A.",2020,"Journal of Hydrology","Eddleston Water catchment","soil moisture","VSWC","m^3/m^3",0.419934852,0.416579842,"60 cm","60",NA,60,"cm",NA,1180,NA,NA,NA,"",NA,NA,NA,NA,"",NA,0.419934852,0.416579842
"1959",1959,85,"An ecological paradox: High species diversity and low position of the upper forest line in the Andean Depression","Peters, T.; Braeuning, A.; Muenchow, J.; Richter, M.",2014,"Ecology and Evolution","Andean Depression, Cajanuma","volumetric soil moisture","VSWC","%",65.79335816,18.09443801,"10 cm","10",NA,10,"cm",NA,NA,NA,NA,NA,"",NA,NA,NA,NA,"",NA,0.6579335816,0.1809443801
"1960",1960,85,"An ecological paradox: High species diversity and low position of the upper forest line in the Andean Depression","Peters, T.; Braeuning, A.; Muenchow, J.; Richter, M.",2014,"Ecology and Evolution","Andean Depression, Cajanuma","volumetric soil moisture","VSWC","%",39.96739804,10.35790792,"10 cm","10",NA,10,"cm",NA,NA,NA,NA,NA,"",NA,NA,NA,NA,"",NA,0.3996739804,0.1035790792
"1961",1961,85,"An ecological paradox: High species diversity and low position of the upper forest line in the Andean Depression","Peters, T.; Braeuning, A.; Muenchow, J.; Richter, M.",2014,"Ecology and Evolution","Andean Depression, Cajanuma","volumetric soil moisture","VSWC","%",49.13591036,13.2810667,"10 cm","10",NA,10,"cm",NA,NA,NA,NA,NA,"",NA,NA,NA,NA,"",NA,0.4913591036,0.132810667
"1962",1962,85,"An ecological paradox: High species diversity and low position of the upper forest line in the Andean Depression","Peters, T.; Braeuning, A.; Muenchow, J.; Richter, M.",2014,"Ecology and Evolution","Andean Depression, Cajanuma","volumetric soil moisture","VSWC","%",55.93464584,17.17266894,"10 cm","10",NA,10,"cm",NA,NA,NA,NA,NA,"",NA,NA,NA,NA,"",NA,0.5593464584,0.1717266894
"1963",1963,85,"An ecological paradox: High species diversity and low position of the upper forest line in the Andean Depression","Peters, T.; Braeuning, A.; Muenchow, J.; Richter, M.",2014,"Ecology and Evolution","Andean Depression, Cajanuma","volumetric soil moisture","VSWC","%",57.8865567,16.97154841,"10 cm","10",NA,10,"cm",NA,NA,NA,NA,NA,"",NA,NA,NA,NA,"",NA,0.578865567,0.1697154841
"1964",1964,85,"An ecological paradox: High species diversity and low position of the upper forest line in the Andean Depression","Peters, T.; Braeuning, A.; Muenchow, J.; Richter, M.",2014,"Ecology and Evolution","Andean Depression, Cajanuma","volumetric soil moisture","VSWC","%",55.85642117,15.91045729,"10 cm","10",NA,10,"cm",NA,NA,NA,NA,NA,"",NA,NA,NA,NA,"",NA,0.5585642117,0.1591045729
"1965",1965,85,"An ecological paradox: High species diversity and low position of the upper forest line in the Andean Depression","Peters, T.; Braeuning, A.; Muenchow, J.; Richter, M.",2014,"Ecology and Evolution","Andean Depression, Cajanuma","volumetric soil moisture","VSWC","%",58.34809227,16.14102476,"10 cm","10",NA,10,"cm",NA,NA,NA,NA,NA,"",NA,NA,NA,NA,"",NA,0.5834809227,0.1614102476
"1966",1966,85,"An ecological paradox: High species diversity and low position of the upper forest line in the Andean Depression","Peters, T.; Braeuning, A.; Muenchow, J.; Richter, M.",2014,"Ecology and Evolution","Andean Depression, Cajanuma","volumetric soil moisture","VSWC","%",63.31721181,18.74056778,"10 cm","10",NA,10,"cm",NA,NA,NA,NA,NA,"",NA,NA,NA,NA,"",NA,0.6331721181,0.1874056778
"1967",1967,85,"An ecological paradox: High species diversity and low position of the upper forest line in the Andean Depression","Peters, T.; Braeuning, A.; Muenchow, J.; Richter, M.",2014,"Ecology and Evolution","Andean Depression, Cajanuma","volumetric soil moisture","VSWC","%",65.05458074,19.40202197,"10 cm","10",NA,10,"cm",NA,NA,NA,NA,NA,"",NA,NA,NA,NA,"",NA,0.6505458074,0.1940202197
"1968",1968,85,"An ecological paradox: High species diversity and low position of the upper forest line in the Andean Depression","Peters, T.; Braeuning, A.; Muenchow, J.; Richter, M.",2014,"Ecology and Evolution","Andean Depression, Cajanuma","volumetric soil moisture","VSWC","%",65.93157845,18.12538734,"10 cm","10",NA,10,"cm",NA,NA,NA,NA,NA,"",NA,NA,NA,NA,"",NA,0.6593157845,0.1812538734
"1969",1969,85,"An ecological paradox: High species diversity and low position of the upper forest line in the Andean Depression","Peters, T.; Braeuning, A.; Muenchow, J.; Richter, M.",2014,"Ecology and Evolution","Andean Depression, Cajanuma","volumetric soil moisture","VSWC","%",61.74821121,15.6645654,"10 cm","10",NA,10,"cm",NA,NA,NA,NA,NA,"",NA,NA,NA,NA,"",NA,0.6174821121,0.156645654
"1970",1970,85,"An ecological paradox: High species diversity and low position of the upper forest line in the Andean Depression","Peters, T.; Braeuning, A.; Muenchow, J.; Richter, M.",2014,"Ecology and Evolution","Andean Depression, Cajanuma","volumetric soil moisture","VSWC","%",58.42501487,16.32541864,"10 cm","10",NA,10,"cm",NA,NA,NA,NA,NA,"",NA,NA,NA,NA,"",NA,0.5842501487,0.1632541864
"1971",1971,85,"An ecological paradox: High species diversity and low position of the upper forest line in the Andean Depression","Peters, T.; Braeuning, A.; Muenchow, J.; Richter, M.",2014,"Ecology and Evolution","Andean Depression, Cajanuma","volumetric soil moisture","VSWC","%",55.53370685,14.29528311,"10 cm","10",NA,10,"cm",NA,NA,NA,NA,NA,"",NA,NA,NA,NA,"",NA,0.5553370685,0.1429528311
"1972",1972,85,"An ecological paradox: High species diversity and low position of the upper forest line in the Andean Depression","Peters, T.; Braeuning, A.; Muenchow, J.; Richter, M.",2014,"Ecology and Evolution","Andean Depression, Cajanuma","volumetric soil moisture","VSWC","%",62.9780713,14.52565026,"10 cm","10",NA,10,"cm",NA,NA,NA,NA,NA,"",NA,NA,NA,NA,"",NA,0.629780713,0.1452565026
"1973",1973,85,"An ecological paradox: High species diversity and low position of the upper forest line in the Andean Depression","Peters, T.; Braeuning, A.; Muenchow, J.; Richter, M.",2014,"Ecology and Evolution","Andean Depression, Cajanuma","volumetric soil moisture","VSWC","%",61.16307866,17.44880904,"10 cm","10",NA,10,"cm",NA,NA,NA,NA,NA,"",NA,NA,NA,NA,"",NA,0.6116307866,0.1744880904
"1974",1974,85,"An ecological paradox: High species diversity and low position of the upper forest line in the Andean Depression","Peters, T.; Braeuning, A.; Muenchow, J.; Richter, M.",2014,"Ecology and Evolution","Andean Depression, Cajanuma","volumetric soil moisture","VSWC","%",31.23077405,20.03272716,"50 cm","50",NA,50,"cm",NA,NA,NA,NA,NA,"",NA,NA,NA,NA,"",NA,0.3123077405,0.2003272716
"1975",1975,85,"An ecological paradox: High species diversity and low position of the upper forest line in the Andean Depression","Peters, T.; Braeuning, A.; Muenchow, J.; Richter, M.",2014,"Ecology and Evolution","Andean Depression, Cajanuma","volumetric soil moisture","VSWC","%",27.58536417,14.01874237,"50 cm","50",NA,50,"cm",NA,NA,NA,NA,NA,"",NA,NA,NA,NA,"",NA,0.2758536417,0.1401874237
"1976",1976,85,"An ecological paradox: High species diversity and low position of the upper forest line in the Andean Depression","Peters, T.; Braeuning, A.; Muenchow, J.; Richter, M.",2014,"Ecology and Evolution","Andean Depression, Cajanuma","volumetric soil moisture","VSWC","%",28.89344893,15.75751354,"50 cm","50",NA,50,"cm",NA,NA,NA,NA,NA,"",NA,NA,NA,NA,"",NA,0.2889344893,0.1575751354
"1977",1977,85,"An ecological paradox: High species diversity and low position of the upper forest line in the Andean Depression","Peters, T.; Braeuning, A.; Muenchow, J.; Richter, M.",2014,"Ecology and Evolution","Andean Depression, Cajanuma","volumetric soil moisture","VSWC","%",29.77044665,17.60355567,"50 cm","50",NA,50,"cm",NA,NA,NA,NA,NA,"",NA,NA,NA,NA,"",NA,0.2977044665,0.1760355567
"1978",1978,85,"An ecological paradox: High species diversity and low position of the upper forest line in the Andean Depression","Peters, T.; Braeuning, A.; Muenchow, J.; Richter, M.",2014,"Ecology and Evolution","Andean Depression, Cajanuma","volumetric soil moisture","VSWC","%",29.67639676,17.29476353,"50 cm","50",NA,50,"cm",NA,NA,NA,NA,NA,"",NA,NA,NA,NA,"",NA,0.2967639676,0.1729476353
"1979",1979,85,"An ecological paradox: High species diversity and low position of the upper forest line in the Andean Depression","Peters, T.; Braeuning, A.; Muenchow, J.; Richter, M.",2014,"Ecology and Evolution","Andean Depression, Cajanuma","volumetric soil moisture","VSWC","%",29.69222198,16.98717331,"50 cm","50",NA,50,"cm",NA,NA,NA,NA,NA,"",NA,NA,NA,NA,"",NA,0.2969222198,0.1698717331
"1980",1980,85,"An ecological paradox: High species diversity and low position of the upper forest line in the Andean Depression","Peters, T.; Braeuning, A.; Muenchow, J.; Richter, M.",2014,"Ecology and Evolution","Andean Depression, Cajanuma","volumetric soil moisture","VSWC","%",32.61477981,18.07871295,"50 cm","50",NA,50,"cm",NA,NA,NA,NA,NA,"",NA,NA,NA,NA,"",NA,0.3261477981,0.1807871295
"1981",1981,85,"An ecological paradox: High species diversity and low position of the upper forest line in the Andean Depression","Peters, T.; Braeuning, A.; Muenchow, J.; Richter, M.",2014,"Ecology and Evolution","Andean Depression, Cajanuma","volumetric soil moisture","VSWC","%",31.87690382,20.67885693,"50 cm","50",NA,50,"cm",NA,NA,NA,NA,NA,"",NA,NA,NA,NA,"",NA,0.3187690382,0.2067885693
"1982",1982,85,"An ecological paradox: High species diversity and low position of the upper forest line in the Andean Depression","Peters, T.; Braeuning, A.; Muenchow, J.; Richter, M.",2014,"Ecology and Evolution","Andean Depression, Cajanuma","volumetric soil moisture","VSWC","%",31.99939904,20.58660991,"50 cm","50",NA,50,"cm",NA,NA,NA,NA,NA,"",NA,NA,NA,NA,"",NA,0.3199939904,0.2058660991
"1983",1983,85,"An ecological paradox: High species diversity and low position of the upper forest line in the Andean Depression","Peters, T.; Braeuning, A.; Muenchow, J.; Richter, M.",2014,"Ecology and Evolution","Andean Depression, Cajanuma","volumetric soil moisture","VSWC","%",32.23036715,19.84813296,"50 cm","50",NA,50,"cm",NA,NA,NA,NA,NA,"",NA,NA,NA,NA,"",NA,0.3223036715,0.1984813296
"1984",1984,85,"An ecological paradox: High species diversity and low position of the upper forest line in the Andean Depression","Peters, T.; Braeuning, A.; Muenchow, J.; Richter, M.",2014,"Ecology and Evolution","Andean Depression, Cajanuma","volumetric soil moisture","VSWC","%",31.70803468,18.89491377,"50 cm","50",NA,50,"cm",NA,NA,NA,NA,NA,"",NA,NA,NA,NA,"",NA,0.3170803468,0.1889491377
"1985",1985,85,"An ecological paradox: High species diversity and low position of the upper forest line in the Andean Depression","Peters, T.; Braeuning, A.; Muenchow, J.; Richter, M.",2014,"Ecology and Evolution","Andean Depression, Cajanuma","volumetric soil moisture","VSWC","%",30.86128517,17.83282106,"50 cm","50",NA,50,"cm",NA,NA,NA,NA,NA,"",NA,NA,NA,NA,"",NA,0.3086128517,0.1783282106
"1986",1986,85,"An ecological paradox: High species diversity and low position of the upper forest line in the Andean Depression","Peters, T.; Braeuning, A.; Muenchow, J.; Richter, M.",2014,"Ecology and Evolution","Andean Depression, Cajanuma","volumetric soil moisture","VSWC","%",30.12280823,18.06338853,"50 cm","50",NA,50,"cm",NA,NA,NA,NA,NA,"",NA,NA,NA,NA,"",NA,0.3012280823,0.1806338853
"1987",1987,85,"An ecological paradox: High species diversity and low position of the upper forest line in the Andean Depression","Peters, T.; Braeuning, A.; Muenchow, J.; Richter, M.",2014,"Ecology and Evolution","Andean Depression, Cajanuma","volumetric soil moisture","VSWC","%",31.32242011,19.0476572,"50 cm","50",NA,50,"cm",NA,NA,NA,NA,NA,"",NA,NA,NA,NA,"",NA,0.3132242011,0.190476572
"1988",1988,85,"An ecological paradox: High species diversity and low position of the upper forest line in the Andean Depression","Peters, T.; Braeuning, A.; Muenchow, J.; Richter, M.",2014,"Ecology and Evolution","Andean Depression, Cajanuma","volumetric soil moisture","VSWC","%",30.58454412,20.46321325,"50 cm","50",NA,50,"cm",NA,NA,NA,NA,NA,"",NA,NA,NA,NA,"",NA,0.3058454412,0.2046321325
"1995",1995,87,"Microclimate in Mediterranean pine forests: What is the influence of the shrub layer?","PrÃ©vosto, B.; Helluy, M.; Gavinet, J.; Fernandez, C.; Balandier, P.",2020,"Agricultural and Forest Meteorology","Southeastern France","Soil volumetric water content","VSWC","%",21.14584747,14.10836219,"30 cm","30",NA,30,"cm",14.5,550,43,4,NA,"N",43.06667,5,NA,NA,"E",5.3698,0.2114584747,0.1410836219
"1996",1996,87,"Microclimate in Mediterranean pine forests: What is the influence of the shrub layer?","PrÃ©vosto, B.; Helluy, M.; Gavinet, J.; Fernandez, C.; Balandier, P.",2020,"Agricultural and Forest Meteorology","Southeastern France","Soil volumetric water content","VSWC","%",21.14584747,13.80249711,"30 cm","30",NA,30,"cm",14.5,550,43,4,NA,"N",43.06667,5,0,NA,"E",5.3698,0.2114584747,0.1380249711
"1997",1997,87,"Microclimate in Mediterranean pine forests: What is the influence of the shrub layer?","PrÃ©vosto, B.; Helluy, M.; Gavinet, J.; Fernandez, C.; Balandier, P.",2020,"Agricultural and Forest Meteorology","Southeastern France","Soil volumetric water content","VSWC","%",21.14584747,16.1800021,"30 cm","30",NA,30,"cm",14.5,550,43,4,NA,"N",43.06667,5,0,NA,"E",5.3698,0.2114584747,0.161800021
"1998",1998,87,"Microclimate in Mediterranean pine forests: What is the influence of the shrub layer?","PrÃ©vosto, B.; Helluy, M.; Gavinet, J.; Fernandez, C.; Balandier, P.",2020,"Agricultural and Forest Meteorology","Southeastern France","Soil volumetric water content","VSWC","%",24.68772233,18.8568251,"30 cm","30",NA,30,"cm",14.5,550,43,4,NA,"N",43.06667,5,0,NA,"E",5.3698,0.2468772233,0.188568251
"1999",1999,87,"Microclimate in Mediterranean pine forests: What is the influence of the shrub layer?","PrÃ©vosto, B.; Helluy, M.; Gavinet, J.; Fernandez, C.; Balandier, P.",2020,"Agricultural and Forest Meteorology","Southeastern France","Soil volumetric water content","VSWC","%",24.68772233,19.29640122,"30 cm","30",NA,30,"cm",14.5,550,43,4,NA,"N",43.06667,5,0,NA,"E",5.3698,0.2468772233,0.1929640122
"2000",2000,87,"Microclimate in Mediterranean pine forests: What is the influence of the shrub layer?","PrÃ©vosto, B.; Helluy, M.; Gavinet, J.; Fernandez, C.; Balandier, P.",2020,"Agricultural and Forest Meteorology","Southeastern France","Soil volumetric water content","VSWC","%",24.68772233,22.49371524,"30 cm","30",NA,30,"cm",14.5,550,43,4,NA,"N",43.06667,5,0,NA,"E",5.3698,0.2468772233,0.2249371524
"2001",2001,89,"Tropical Montane Cloud Forests: Hydrometeorological variability in three neighbouring catchments with different forest cover","RamÃ­rez, B.H.; Teuling, A.J.; Ganzeveld, L.; Hegger, Z.; Leemans, R.",2017,"Journal of Hydrology","eastern Andean Cordiller","Soil volumetric water content","VSWC","cm^3/cm^3",0.36713615,0.524882629,"50 cm","50",NA,50,"cm",NA,NA,NA,NA,NA,"",NA,NA,NA,NA,"",NA,0.36713615,0.524882629
"2002",2002,89,"Tropical Montane Cloud Forests: Hydrometeorological variability in three neighbouring catchments with different forest cover","RamÃ­rez, B.H.; Teuling, A.J.; Ganzeveld, L.; Hegger, Z.; Leemans, R.",2017,"Journal of Hydrology","eastern Andean Cordiller","Soil volumetric water content","VSWC","cm^3/cm^3",0.355868545,0.519248826,"50 cm","50",NA,50,"cm",NA,NA,NA,NA,NA,"",NA,NA,NA,NA,"",NA,0.355868545,0.519248826
"2003",2003,89,"Tropical Montane Cloud Forests: Hydrometeorological variability in three neighbouring catchments with different forest cover","RamÃ­rez, B.H.; Teuling, A.J.; Ganzeveld, L.; Hegger, Z.; Leemans, R.",2017,"Journal of Hydrology","eastern Andean Cordiller","Soil volumetric water content","VSWC","cm^3/cm^3",0.297652582,0.476056338,"50 cm","50",NA,50,"cm",NA,NA,NA,NA,NA,"",NA,NA,NA,NA,"",NA,0.297652582,0.476056338
"2004",2004,89,"Tropical Montane Cloud Forests: Hydrometeorological variability in three neighbouring catchments with different forest cover","RamÃ­rez, B.H.; Teuling, A.J.; Ganzeveld, L.; Hegger, Z.; Leemans, R.",2017,"Journal of Hydrology","eastern Andean Cordiller","Soil volumetric water content","VSWC","cm^3/cm^3",0.425352113,0.530516432,"50 cm","50",NA,50,"cm",NA,NA,NA,NA,NA,"",NA,NA,NA,NA,"",NA,0.425352113,0.530516432
"2005",2005,89,"Tropical Montane Cloud Forests: Hydrometeorological variability in three neighbouring catchments with different forest cover","RamÃ­rez, B.H.; Teuling, A.J.; Ganzeveld, L.; Hegger, Z.; Leemans, R.",2017,"Journal of Hydrology","eastern Andean Cordiller","Soil volumetric water content","VSWC","cm^3/cm^3",0.423474178,0.536150235,"50 cm","50",NA,50,"cm",NA,NA,NA,NA,NA,"",NA,NA,NA,NA,"",NA,0.423474178,0.536150235
"2006",2006,89,"Tropical Montane Cloud Forests: Hydrometeorological variability in three neighbouring catchments with different forest cover","RamÃ­rez, B.H.; Teuling, A.J.; Ganzeveld, L.; Hegger, Z.; Leemans, R.",2017,"Journal of Hydrology","eastern Andean Cordiller","Soil volumetric water content","VSWC","cm^3/cm^3",0.308920188,0.526760563,"50 cm","50",NA,50,"cm",NA,NA,NA,NA,NA,"",NA,NA,NA,NA,"",NA,0.308920188,0.526760563
"2007",2007,89,"Tropical Montane Cloud Forests: Hydrometeorological variability in three neighbouring catchments with different forest cover","RamÃ­rez, B.H.; Teuling, A.J.; Ganzeveld, L.; Hegger, Z.; Leemans, R.",2017,"Journal of Hydrology","eastern Andean Cordiller","Soil volumetric water content","VSWC","cm^3/cm^3",0.310798122,0.273239437,"50 cm","50",NA,50,"cm",NA,NA,NA,NA,NA,"",NA,NA,NA,NA,"",NA,0.310798122,0.273239437
"2008",2008,89,"Tropical Montane Cloud Forests: Hydrometeorological variability in three neighbouring catchments with different forest cover","RamÃ­rez, B.H.; Teuling, A.J.; Ganzeveld, L.; Hegger, Z.; Leemans, R.",2017,"Journal of Hydrology","eastern Andean Cordiller","Soil volumetric water content","VSWC","cm^3/cm^3",0.355868545,0.248826291,"50 cm","50",NA,50,"cm",NA,NA,NA,NA,NA,"",NA,NA,NA,NA,"",NA,0.355868545,0.248826291
